customer_id,gender,senior_subscriber,family_account,kids_profile,subscription_months,mobile_access,shared_profiles,streaming_quality,account_security,offline_downloads,device_protection,premium_support,live_tv_package,movie_package,subscription_plan,digital_billing,payment_method,monthly_subscription_fee,total_spent,churn,views_per_week,average_watch_time,number_of_devices,favorite_genre,engagement_score,subscription_value_ratio,churn_probability,predicted_class,risk_level
9993-LHIEB,Male,0,Yes,Yes,67,Yes,Single,Standard HD,Yes,No,Yes,Yes,No,Yes,Two-Year,No,Mailed check,67.85,4627.65,0,29.0,3.58,5,Reality,20.76,68.2,0.0331,0,Low
0266-CLZKZ,Female,0,Yes,Yes,67,Yes,Multiple,Ultra HD,No,No,Yes,Yes,Yes,Yes,Two-Year,Yes,Bank transfer (automatic),105.65,6717.9,0,10.9,4.42,5,Sports,9.64,63.59,0.2041,0,Low
7615-ESMYF,Female,0,Yes,No,2,No,Single,Standard HD,No,No,No,No,Yes,Yes,Monthly,No,Electronic check,44.6,97.1,1,17.6,3.91,1,Documentary,68.82,2.18,0.741,1,High
3858-VOBET,Male,0,No,No,23,Yes,Multiple,Ultra HD,No,No,No,No,No,No,Monthly,Yes,Electronic check,74.95,1710.45,1,15.4,4.34,2,Kids,33.42,22.82,0.7955,1,High
7020-OZKXZ,Female,1,No,No,9,Yes,Single,Ultra HD,No,No,Yes,No,No,No,Monthly,No,Credit card (automatic),75.5,637.4,0,22.7,2.84,4,Comedy,16.12,8.44,0.5249,1,Medium
3977-QCRSL,Female,0,No,No,5,Yes,Single,Mobile only,No,No,No,No,No,No,Monthly,No,Mailed check,20.15,117.95,0,13.3,2.96,5,Sports,7.87,5.85,0.3438,0,Low
0017-DINOC,Male,0,No,No,54,No,Single,Standard HD,Yes,No,No,Yes,Yes,No,Two-Year,No,Credit card (automatic),45.2,2460.55,0,12.8,3.74,1,Sports,47.87,54.44,0.023,0,Low
1447-PJGGA,Female,0,No,No,57,Yes,Single,Ultra HD,No,No,Yes,No,Yes,Yes,Two-Year,Yes,Electronic check,95.25,5464.65,1,28.0,4.54,5,Drama,25.42,57.37,0.3426,0,Low
8565-CLBZW,Male,0,No,No,24,Yes,Multiple,Ultra HD,No,No,Yes,No,Yes,No,Monthly,Yes,Mailed check,89.85,2165.05,1,4.3,2.62,5,Comedy,2.25,24.1,0.5743,1,Medium
9139-WQQDY,Female,0,Yes,Yes,49,Yes,Multiple,Ultra HD,No,Yes,No,No,Yes,Yes,Annual,No,Mailed check,100.45,4941.8,1,10.7,2.04,5,Reality,4.37,49.2,0.318,0,Low
0224-HJAPT,Male,0,No,No,5,Yes,Multiple,Standard HD,No,No,No,No,No,No,Monthly,No,Electronic check,47.15,223.15,1,23.7,3.99,2,Comedy,47.28,4.73,0.7372,1,High
8086-OVPWV,Male,0,No,No,2,Yes,Single,Ultra HD,No,No,No,No,No,Yes,Monthly,Yes,Electronic check,80.2,181.1,1,8.8,1.96,5,Reality,3.45,2.26,0.9161,1,High
9430-FRQOC,Female,0,No,Yes,4,Yes,Multiple,Ultra HD,No,No,Yes,Yes,No,No,Monthly,Yes,Mailed check,87.1,341.45,1,4.1,2.07,5,Reality,1.7,3.92,0.7568,1,High
7639-OPLNG,Male,0,Yes,Yes,70,Yes,Multiple,Standard HD,Yes,Yes,Yes,Yes,Yes,No,Two-Year,Yes,Bank transfer (automatic),79.25,5731.85,0,30.7,5.01,2,Sports,76.9,72.33,0.0191,0,Low
3074-GQWYX,Male,0,No,No,5,Yes,Multiple,Ultra HD,No,No,No,No,No,No,Monthly,Yes,Bank transfer (automatic),75.9,357.75,1,6.1,2.33,2,Action,7.11,4.71,0.8422,1,High
1492-QGCLU,Male,0,Yes,Yes,53,Yes,Multiple,Standard HD,Yes,No,Yes,Yes,Yes,Yes,Monthly,No,Electronic check,85.7,4616.1,0,22.7,4.26,4,Drama,24.18,53.86,0.1938,0,Low
6845-RGTYS,Female,0,Yes,No,47,Yes,Multiple,Ultra HD,Yes,Yes,Yes,No,Yes,No,Monthly,Yes,Electronic check,98.75,4533.7,1,17.3,1.61,1,Documentary,27.85,45.91,0.4284,1,Medium
7328-OWMOM,Female,0,No,Yes,31,Yes,Single,Mobile only,No,No,No,No,No,No,Annual,No,Credit card (automatic),20.1,589.25,0,27.0,3.57,2,Action,48.2,29.32,0.0252,0,Low
4418-LZMSV,Male,0,Yes,Yes,13,Yes,Single,Standard HD,No,Yes,Yes,Yes,No,No,Monthly,No,Bank transfer (automatic),61.8,750.1,0,15.1,4.52,3,Drama,22.75,12.14,0.1933,0,Low
5155-AZQPB,Female,0,Yes,Yes,28,Yes,Multiple,Standard HD,No,No,No,No,No,No,Monthly,No,Mailed check,49.9,1410.25,0,12.3,2.79,2,Kids,17.16,28.26,0.1753,0,Low
8861-HGGKB,Female,0,No,No,10,Yes,Multiple,Ultra HD,No,No,No,No,No,Yes,Monthly,No,Electronic check,86.45,830.85,1,24.9,1.76,3,Documentary,14.61,9.61,0.7295,1,High
1087-GRUYI,Male,0,Yes,No,38,Yes,Single,Mobile only,No,No,No,No,No,No,Two-Year,No,Bank transfer (automatic),20.4,743.5,0,17.8,2.61,3,Comedy,15.49,36.45,0.0113,0,Low
7065-YUNRY,Female,0,No,No,1,Yes,Single,Standard HD,No,No,No,No,No,No,Monthly,Yes,Mailed check,45.3,45.3,1,10.8,2.63,1,Documentary,28.4,1.0,0.7883,1,High
7694-VLBWQ,Male,0,Yes,No,67,Yes,Multiple,Ultra HD,No,Yes,Yes,No,Yes,Yes,Annual,No,Electronic check,104.1,7040.85,1,6.6,2.22,5,Documentary,2.93,67.64,0.5485,1,Medium
2546-KZAAT,Male,0,Yes,No,52,Yes,Single,Standard HD,Yes,Yes,No,No,Yes,Yes,Annual,Yes,Mailed check,75.4,3865.45,0,15.5,4.48,1,Sports,69.44,51.27,0.1124,0,Low
0181-RITDD,Male,0,Yes,Yes,62,Yes,Single,Ultra HD,Yes,Yes,Yes,Yes,Yes,Yes,Two-Year,No,Mailed check,108.15,6825.65,0,25.9,2.19,1,Documentary,56.72,63.11,0.058,0,Low
5989-PGKJB,Female,0,No,No,16,Yes,Single,Ultra HD,No,Yes,No,No,No,Yes,Monthly,Yes,Electronic check,86.25,1340.1,0,29.2,3.89,1,Kids,113.59,15.54,0.5805,1,Medium
4795-KTRTH,Female,1,Yes,No,5,Yes,Multiple,Ultra HD,No,Yes,No,No,No,No,Monthly,Yes,Electronic check,81.0,371.65,1,17.0,2.76,4,Documentary,11.73,4.59,0.9025,1,High
8272-ONJLV,Male,0,No,No,12,Yes,Single,Ultra HD,No,No,Yes,No,Yes,Yes,Annual,No,Electronic check,95.7,1184.0,0,14.1,4.69,2,Sports,33.06,12.37,0.3354,0,Low
1488-PBLJN,Female,0,Yes,Yes,72,Yes,Multiple,Ultra HD,Yes,Yes,Yes,Yes,Yes,Yes,Two-Year,Yes,Bank transfer (automatic),116.85,8477.7,0,24.2,4.21,2,Drama,50.94,72.55,0.0237,0,Low
0308-GIQJT,Male,1,No,No,71,Yes,Multiple,Ultra HD,No,Yes,No,Yes,Yes,Yes,Annual,No,Bank transfer (automatic),105.75,7382.85,0,30.1,5.28,1,Reality,158.93,69.81,0.1881,0,Low
3778-FOAQW,Female,0,Yes,No,24,Yes,Single,Mobile only,No,No,No,No,No,No,Annual,No,Mailed check,20.15,456.85,0,12.4,3.98,4,Drama,12.34,22.67,0.0168,0,Low
4452-ROHMO,Female,0,No,No,15,Yes,Single,Mobile only,No,No,No,No,No,No,Two-Year,No,Mailed check,19.6,331.6,0,12.7,2.1,2,Documentary,13.34,16.92,0.0306,0,Low
6481-OGDOO,Male,0,Yes,No,67,Yes,Single,Ultra HD,Yes,Yes,No,No,No,Yes,Annual,Yes,Credit card (automatic),90.6,6056.15,1,12.7,4.17,3,Kids,17.65,66.84,0.3217,0,Low
3090-LETTY,Male,0,No,Yes,2,Yes,Multiple,Standard HD,Yes,Yes,No,No,No,No,Monthly,No,Bank transfer (automatic),60.95,134.6,0,25.7,1.61,4,Comedy,10.34,2.21,0.305,0,Low
5349-AZPEW,Female,0,Yes,Yes,5,No,Single,Standard HD,No,No,No,No,No,No,Monthly,No,Mailed check,25.05,125.5,0,7.6,2.09,3,Reality,5.29,5.01,0.3358,0,Low
3753-TSEMP,Female,0,Yes,No,15,Yes,Single,Ultra HD,No,No,No,No,Yes,Yes,Monthly,No,Electronic check,88.15,1390.6,1,18.8,1.83,5,Kids,6.88,15.78,0.7368,1,High
8305-VHZBZ,Male,0,No,No,1,Yes,Single,Mobile only,No,No,No,No,No,No,Monthly,Yes,Mailed check,20.2,20.2,1,5.5,3.59,3,Reality,6.58,1.0,0.6622,1,Medium
9720-JJJOR,Male,0,Yes,Yes,41,Yes,Single,Standard HD,Yes,Yes,Yes,No,No,No,Annual,Yes,Bank transfer (automatic),60.3,2511.3,0,8.3,4.25,5,Sports,7.06,41.65,0.0814,0,Low
8100-HZZLJ,Female,0,No,Yes,43,Yes,Single,Standard HD,Yes,Yes,No,No,No,Yes,Monthly,Yes,Electronic check,63.95,2737.05,0,28.3,3.74,4,Reality,26.46,42.8,0.1973,0,Low
8775-ERLNB,Male,1,Yes,No,1,Yes,Multiple,Ultra HD,No,No,No,No,No,No,Monthly,No,Electronic check,74.3,74.3,0,10.7,2.49,2,Kids,13.32,1.0,0.8045,1,High
8309-IEYJD,Female,1,No,No,1,Yes,Single,Ultra HD,No,No,No,No,No,No,Monthly,Yes,Mailed check,70.6,70.6,0,7.1,2.91,5,Documentary,4.13,1.0,0.792,1,High
9172-JITSM,Female,0,Yes,Yes,26,Yes,Single,Ultra HD,No,No,No,No,Yes,Yes,Monthly,Yes,Electronic check,90.8,2361.8,1,11.1,1.98,5,Kids,4.4,26.01,0.729,1,High
6298-QDFNH,Male,0,No,No,22,Yes,Multiple,Ultra HD,No,Yes,No,No,No,No,Monthly,Yes,Electronic check,79.35,1730.35,1,15.6,3.36,1,Documentary,52.42,21.81,0.8039,1,High
7398-HPYZQ,Male,0,Yes,No,71,Yes,Multiple,Standard HD,Yes,Yes,Yes,Yes,Yes,Yes,Two-Year,No,Bank transfer (automatic),90.55,6404.0,0,16.2,2.28,5,Reality,7.39,70.72,0.0095,0,Low
3546-GHEAE,Male,0,No,No,7,Yes,Single,Mobile only,No,No,No,No,No,No,Two-Year,No,Mailed check,19.45,165.35,0,21.9,3.96,4,Action,21.68,8.5,0.0304,0,Low
7361-YPXFS,Female,1,No,No,28,Yes,Multiple,Standard HD,No,Yes,Yes,Yes,No,No,Monthly,No,Bank transfer (automatic),64.45,1867.6,0,14.2,1.39,3,Comedy,6.58,28.98,0.1579,0,Low
6557-BZXLQ,Male,1,No,No,16,Yes,Single,Ultra HD,No,No,No,No,No,No,Monthly,No,Electronic check,69.65,1043.3,0,7.6,4.27,2,Action,16.23,14.98,0.6199,1,Medium
2550-QHZGP,Male,0,No,No,7,Yes,Single,Mobile only,No,No,No,No,No,No,Annual,No,Mailed check,19.5,128.6,0,13.2,1.86,4,Action,6.14,6.59,0.0322,0,Low
7519-JTWQH,Female,0,No,No,69,Yes,Multiple,Ultra HD,No,Yes,Yes,Yes,Yes,Yes,Two-Year,Yes,Bank transfer (automatic),110.5,7455.45,0,8.5,0.98,5,Drama,1.67,67.47,0.2159,0,Low
2538-OIMXF,Female,0,No,Yes,1,No,Single,Standard HD,No,No,No,No,No,No,Monthly,No,Mailed check,24.7,24.7,0,5.5,2.79,2,Action,7.67,1.0,0.4415,1,Medium
8543-MSDMF,Male,0,No,No,3,Yes,Single,Standard HD,Yes,No,Yes,No,Yes,Yes,Monthly,Yes,Electronic check,77.4,206.15,0,19.3,2.06,3,Comedy,13.25,2.66,0.5038,1,Medium
9961-JBNMK,Male,1,No,No,21,Yes,Single,Ultra HD,No,No,Yes,No,Yes,Yes,Monthly,Yes,Bank transfer (automatic),96.8,2030.3,1,6.2,3.94,1,Sports,24.43,20.97,0.6384,1,Medium
1170-SASML,Female,0,Yes,No,69,Yes,Multiple,Ultra HD,No,Yes,Yes,No,No,No,Monthly,Yes,Bank transfer (automatic),85.4,5869.4,0,29.8,3.75,5,Reality,22.35,68.73,0.3477,0,Low
4872-JCVCA,Female,0,Yes,No,71,No,Single,Standard HD,Yes,Yes,Yes,Yes,No,No,Two-Year,Yes,Bank transfer (automatic),47.6,3377.8,0,22.2,3.75,5,Action,16.65,70.96,0.0145,0,Low
5346-BZCHP,Female,0,Yes,Yes,69,Yes,Single,Mobile only,No,No,No,No,No,No,Two-Year,No,Mailed check,19.4,1346.2,0,13.1,1.77,3,Drama,7.73,69.39,0.007,0,Low
2038-LLMLM,Female,0,No,No,48,Yes,Multiple,Ultra HD,No,No,Yes,Yes,Yes,Yes,Monthly,Yes,Electronic check,103.85,4946.05,0,17.7,4.01,4,Drama,17.74,47.63,0.6135,1,Medium
6173-ITPWD,Male,0,Yes,No,47,Yes,Multiple,Ultra HD,No,Yes,Yes,No,No,No,Monthly,Yes,Bank transfer (automatic),83.35,4065.0,1,25.2,3.85,2,Kids,48.51,48.77,0.4436,1,Medium
9734-UYXQI,Female,0,No,No,2,Yes,Multiple,Standard HD,No,No,No,No,No,No,Monthly,Yes,Electronic check,49.4,106.55,1,19.3,3.8,5,Documentary,14.67,2.16,0.7936,1,High
1216-BGTSP,Male,0,No,No,45,Yes,Multiple,Ultra HD,Yes,No,Yes,Yes,Yes,Yes,Monthly,Yes,Credit card (automatic),108.45,4964.7,0,26.1,2.36,4,Reality,15.4,45.78,0.3104,0,Low
4138-NAXED,Male,0,No,No,51,Yes,Multiple,Ultra HD,No,Yes,No,No,No,No,Monthly,No,Bank transfer (automatic),81.0,4085.75,0,25.0,4.2,1,Comedy,105.0,50.44,0.2559,0,Low
2189-UXTKY,Female,0,Yes,No,22,Yes,Multiple,Standard HD,Yes,No,No,Yes,Yes,Yes,Monthly,Yes,Electronic check,79.2,1742.75,1,22.7,1.75,2,Reality,19.86,22.0,0.4852,1,Medium
0744-BIKKF,Male,0,No,No,72,Yes,Multiple,Standard HD,Yes,Yes,Yes,Yes,Yes,Yes,Two-Year,No,Bank transfer (automatic),86.65,6224.8,0,29.4,3.14,2,Kids,46.16,71.84,0.004,0,Low
7483-IQWIB,Male,0,Yes,Yes,37,Yes,Multiple,Ultra HD,No,Yes,Yes,No,Yes,No,Monthly,Yes,Electronic check,92.95,3415.25,0,29.2,5.35,5,Action,31.24,36.74,0.5773,1,Medium
5248-KWLAR,Male,0,Yes,Yes,71,Yes,Multiple,Standard HD,Yes,Yes,Yes,Yes,Yes,Yes,Two-Year,No,Electronic check,90.35,6325.25,0,25.0,2.73,2,Sports,34.12,70.01,0.0261,0,Low
4958-GZWIY,Male,0,Yes,Yes,7,Yes,Single,Standard HD,No,No,Yes,No,No,No,Monthly,No,Electronic check,48.7,340.25,1,20.9,3.17,3,Comedy,22.08,6.99,0.5792,1,Medium
7996-MHXLW,Female,0,No,No,66,Yes,Multiple,Mobile only,No,No,No,No,No,No,Two-Year,Yes,Credit card (automatic),25.15,1683.6,0,27.1,3.71,4,Action,25.14,66.94,0.0103,0,Low
7833-PKIHD,Male,0,Yes,Yes,51,Yes,Single,Standard HD,Yes,No,No,Yes,Yes,Yes,Annual,Yes,Bank transfer (automatic),76.4,3966.3,0,24.0,3.45,5,Documentary,16.56,51.91,0.1356,0,Low
7061-OVMIM,Female,0,Yes,Yes,30,Yes,Single,Mobile only,No,No,No,No,No,No,Annual,No,Bank transfer (automatic),19.55,608.5,0,27.4,3.95,3,Action,36.08,31.13,0.0284,0,Low
5153-RTHKF,Female,0,No,No,34,Yes,Multiple,Ultra HD,No,No,No,No,Yes,No,Monthly,No,Electronic check,85.35,2896.6,0,30.6,3.17,5,Sports,19.4,33.94,0.4146,1,Medium
1852-QSWCD,Male,0,Yes,Yes,64,Yes,Multiple,Mobile only,No,No,No,No,No,No,Two-Year,Yes,Mailed check,24.8,1514.85,0,30.8,4.91,1,Reality,151.23,61.08,0.0659,0,Low
4832-VRBMR,Male,1,Yes,No,65,Yes,Multiple,Ultra HD,No,Yes,Yes,No,Yes,Yes,Annual,Yes,Bank transfer (automatic),103.15,6792.45,0,11.6,4.3,5,Kids,9.98,65.85,0.3377,0,Low
9079-LWTFD,Male,0,No,No,47,Yes,Multiple,Ultra HD,Yes,Yes,No,Yes,Yes,No,Monthly,No,Mailed check,100.75,4669.2,0,15.6,1.64,1,Reality,25.58,46.34,0.184,0,Low
6356-ELRKD,Female,0,No,No,1,Yes,Single,Ultra HD,Yes,No,No,No,Yes,Yes,Monthly,Yes,Electronic check,95.6,95.6,1,7.9,2.17,5,Drama,3.43,1.0,0.7879,1,High
8624-GIOUT,Female,0,No,No,49,Yes,Multiple,Standard HD,Yes,Yes,No,No,No,No,Monthly,Yes,Credit card (automatic),59.75,2934.3,1,5.7,3.7,3,Documentary,7.03,49.11,0.3622,0,Low
3392-EHMNK,Female,0,Yes,Yes,67,Yes,Multiple,Ultra HD,No,Yes,No,Yes,Yes,No,Two-Year,No,Credit card (automatic),94.1,6302.8,0,11.6,1.43,2,Sports,8.29,66.98,0.0734,0,Low
5986-WWXDV,Male,0,No,Yes,39,Yes,Single,Mobile only,No,No,No,No,No,No,Annual,No,Bank transfer (automatic),19.35,779.2,0,12.9,4.53,1,Documentary,58.44,40.27,0.0393,0,Low
3061-BCKYI,Male,0,No,No,14,Yes,Single,Mobile only,No,No,No,No,No,No,Monthly,No,Mailed check,19.9,283.75,0,25.0,2.89,5,Drama,14.45,14.26,0.1625,0,Low
6179-GJPSO,Female,1,No,No,43,Yes,Single,Ultra HD,Yes,Yes,No,Yes,Yes,Yes,Monthly,Yes,Credit card (automatic),108.15,4600.7,1,25.2,3.0,2,Sports,37.8,42.54,0.4547,1,Medium
7901-TBKJX,Male,1,No,No,56,Yes,Multiple,Ultra HD,No,No,Yes,No,Yes,Yes,Monthly,Yes,Electronic check,101.05,5594.0,0,29.0,1.92,4,Drama,13.92,55.36,0.6945,1,Medium
7228-PAQPD,Female,0,No,No,14,Yes,Single,Standard HD,No,No,No,Yes,No,Yes,Annual,No,Credit card (automatic),59.1,772.85,0,10.8,2.82,3,Kids,10.15,13.08,0.1467,0,Low
3177-LASXD,Female,0,No,No,1,Yes,Single,Ultra HD,No,No,No,No,No,No,Monthly,No,Electronic check,71.35,71.35,1,2.3,1.97,1,Action,4.53,1.0,0.8159,1,High
7746-QYVCO,Male,0,Yes,Yes,16,Yes,Single,Standard HD,Yes,Yes,No,No,No,No,Annual,Yes,Mailed check,55.85,857.8,0,7.7,1.03,1,Kids,7.93,15.36,0.1196,0,Low
5804-HYIEZ,Male,0,Yes,Yes,70,Yes,Multiple,Ultra HD,Yes,Yes,No,No,Yes,Yes,Monthly,Yes,Electronic check,106.05,7554.05,0,23.0,4.45,1,Comedy,102.35,71.23,0.2771,0,Low
9919-FZDED,Male,1,Yes,No,72,Yes,Multiple,Standard HD,Yes,Yes,Yes,No,Yes,Yes,Two-Year,Yes,Credit card (automatic),84.1,5981.65,0,18.0,4.41,1,Action,79.38,71.13,0.0313,0,Low
5934-TSSAU,Female,0,Yes,Yes,23,Yes,Single,Ultra HD,No,No,Yes,No,No,No,Monthly,Yes,Credit card (automatic),75.3,1702.9,0,27.1,3.74,3,Kids,33.78,22.61,0.4688,1,Medium
3486-KHMLI,Male,0,No,Yes,21,Yes,Multiple,Mobile only,No,No,No,No,No,No,Monthly,No,Mailed check,24.7,467.15,0,26.5,3.48,4,Reality,23.06,18.91,0.1545,0,Low
4897-QSUYC,Female,0,No,No,1,Yes,Single,Mobile only,No,No,No,No,No,No,Monthly,Yes,Mailed check,20.15,20.15,1,23.0,4.07,1,Drama,93.61,1.0,0.6523,1,Medium
1084-UQCHV,Male,0,No,Yes,1,Yes,Single,Ultra HD,No,No,No,No,No,No,Monthly,No,Bank transfer (automatic),69.75,69.75,1,16.2,1.79,4,Drama,7.25,1.0,0.7416,1,High
8290-YWKHZ,Female,1,Yes,No,32,Yes,Multiple,Ultra HD,No,No,No,No,Yes,Yes,Monthly,Yes,Electronic check,93.2,2931.0,1,12.9,3.96,5,Drama,10.22,31.45,0.7895,1,High
2955-BJZHG,Male,0,Yes,Yes,17,Yes,Single,Ultra HD,No,No,No,No,Yes,No,Monthly,No,Electronic check,80.85,1400.85,1,24.4,1.87,3,Reality,15.21,17.33,0.5934,1,Medium
3806-DXQOM,Female,0,No,No,4,No,Single,Standard HD,Yes,Yes,No,No,No,No,Monthly,Yes,Electronic check,33.65,137.85,1,3.7,2.69,2,Documentary,4.98,4.1,0.6847,1,Medium
6784-XYJAE,Female,0,No,No,36,Yes,Multiple,Standard HD,No,No,Yes,No,No,No,Annual,No,Electronic check,55.8,1941.5,0,7.8,2.9,1,Drama,22.62,34.79,0.0843,0,Low
3933-DQPWX,Female,0,No,No,50,No,Single,Standard HD,No,Yes,Yes,Yes,No,No,Two-Year,No,Credit card (automatic),39.7,1932.75,0,7.4,3.63,4,Documentary,6.72,48.68,0.0929,0,Low
6661-EIPZC,Female,0,Yes,Yes,48,No,Single,Standard HD,No,No,No,Yes,No,No,Monthly,Yes,Credit card (automatic),29.5,1423.05,0,13.4,2.7,1,Kids,36.18,48.24,0.1752,0,Low
8957-THMOA,Female,0,No,Yes,50,Yes,Single,Mobile only,No,No,No,No,No,No,Two-Year,No,Credit card (automatic),20.15,970.85,0,24.0,3.95,5,Drama,18.96,48.18,0.0157,0,Low
2251-PYLPB,Male,0,Yes,No,72,Yes,Multiple,Standard HD,Yes,Yes,Yes,Yes,No,Yes,Two-Year,No,Credit card (automatic),79.55,5810.9,0,30.2,5.14,5,Sports,31.05,73.05,0.0277,0,Low
5555-RNPGT,Male,0,No,Yes,10,Yes,Multiple,Mobile only,No,No,No,No,No,No,Monthly,No,Credit card (automatic),24.8,223.9,0,15.6,3.99,2,Comedy,31.12,9.03,0.2375,0,Low
1057-FOGLZ,Female,0,No,No,18,Yes,Single,Mobile only,No,No,No,No,No,No,Monthly,No,Mailed check,19.65,391.7,0,20.5,1.79,4,Drama,9.17,19.93,0.1573,0,Low
9300-RENDD,Male,0,No,No,1,Yes,Single,Ultra HD,No,No,No,No,Yes,No,Monthly,Yes,Electronic check,79.95,79.95,1,4.6,3.47,5,Kids,3.19,1.0,0.9319,1,High
0761-AETCS,Female,0,No,No,1,Yes,Single,Mobile only,No,No,No,No,No,No,Monthly,No,Electronic check,19.3,19.3,1,24.4,1.71,5,Documentary,8.34,1.0,0.4906,1,Medium
8087-LGYHQ,Male,0,No,No,9,Yes,Single,Ultra HD,No,No,Yes,No,Yes,Yes,Monthly,Yes,Electronic check,94.05,811.65,0,19.0,2.42,4,Documentary,11.5,8.63,0.8169,1,High
4137-BTIKL,Male,0,No,No,2,Yes,Multiple,Ultra HD,Yes,No,No,No,No,Yes,Monthly,No,Mailed check,90.75,174.75,0,27.4,2.38,3,Documentary,21.74,1.93,0.4024,1,Medium
2190-BCXEC,Female,0,Yes,No,40,Yes,Multiple,Ultra HD,No,No,No,Yes,No,No,Monthly,Yes,Credit card (automatic),78.85,3126.85,0,6.3,1.79,3,Action,3.76,39.66,0.4253,1,Medium
6227-FBDXH,Male,0,Yes,No,69,Yes,Multiple,Ultra HD,No,No,Yes,No,Yes,Yes,Annual,No,Bank transfer (automatic),99.5,6841.45,0,28.0,3.29,5,Action,18.42,68.76,0.219,0,Low
2153-MREFK,Female,0,Yes,No,37,Yes,Multiple,Ultra HD,Yes,No,Yes,Yes,No,Yes,Annual,Yes,Electronic check,99.2,3754.6,1,24.7,3.9,2,Kids,48.16,37.85,0.4895,1,Medium
2911-WDXMV,Male,0,No,Yes,18,Yes,Multiple,Ultra HD,No,No,Yes,No,No,No,Monthly,Yes,Credit card (automatic),80.55,1406.65,0,29.3,4.64,4,Reality,33.99,17.46,0.4183,1,Medium
7206-PQBBZ,Male,1,Yes,No,11,Yes,Single,Ultra HD,No,No,No,No,No,No,Monthly,Yes,Electronic check,70.2,834.7,0,28.8,2.57,3,Drama,24.67,11.89,0.6881,1,Medium
3106-ULWFW,Female,0,Yes,No,8,Yes,Multiple,Ultra HD,No,No,No,No,No,Yes,Monthly,Yes,Credit card (automatic),85.2,627.4,1,28.6,3.48,4,Kids,24.88,7.36,0.7994,1,High
0925-VYDLG,Female,0,No,No,3,Yes,Multiple,Ultra HD,No,No,No,No,No,No,Monthly,No,Electronic check,75.25,242.0,1,18.7,1.83,4,Reality,8.56,3.22,0.7964,1,High
4547-FZJWE,Male,0,Yes,Yes,55,Yes,Single,Standard HD,Yes,No,No,No,No,Yes,Annual,No,Credit card (automatic),59.45,3157.0,0,21.1,4.12,3,Drama,28.98,53.1,0.0784,0,Low
7422-WNBTY,Male,0,Yes,No,33,Yes,Multiple,Ultra HD,No,Yes,Yes,No,No,Yes,Monthly,Yes,Electronic check,93.35,3092.0,0,9.7,4.07,2,Kids,19.74,33.12,0.7492,1,High
0842-IWYCP,Female,0,No,No,46,Yes,Single,Standard HD,No,No,No,No,No,No,Monthly,No,Bank transfer (automatic),44.95,2168.9,0,26.0,1.98,5,Kids,10.3,48.25,0.2467,0,Low
3521-HTQTV,Male,0,No,No,34,Yes,Multiple,Mobile only,No,No,No,No,No,No,Two-Year,No,Bank transfer (automatic),26.1,980.35,0,14.9,2.95,2,Action,21.98,37.56,0.0227,0,Low
3744-ZBHON,Female,0,No,No,3,Yes,Single,Mobile only,No,No,No,No,No,No,Monthly,No,Electronic check,20.2,65.95,0,8.5,4.47,5,Action,7.6,3.26,0.4018,1,Medium
3373-DIUUN,Male,0,Yes,Yes,30,Yes,Single,Mobile only,No,No,No,No,No,No,Two-Year,No,Mailed check,21.25,711.9,0,8.1,1.83,3,Comedy,4.94,33.5,0.0149,0,Low
8383-SGHJU,Female,0,No,No,33,Yes,Multiple,Standard HD,Yes,No,No,Yes,No,No,Annual,No,Electronic check,59.4,1952.8,0,23.4,1.58,4,Action,9.24,32.88,0.0862,0,Low
7607-QKKTJ,Male,0,Yes,Yes,45,Yes,Multiple,Ultra HD,No,Yes,Yes,No,No,Yes,Annual,Yes,Credit card (automatic),95.0,4368.85,0,7.1,1.28,3,Sports,3.03,45.99,0.2072,0,Low
7707-PYBBH,Male,0,No,No,40,Yes,Single,Standard HD,Yes,Yes,No,Yes,No,No,Monthly,Yes,Mailed check,61.9,2647.1,0,12.2,3.31,3,Sports,13.46,42.76,0.1224,0,Low
8984-HPEMB,Female,0,No,No,71,Yes,Multiple,Ultra HD,Yes,Yes,Yes,Yes,Yes,Yes,Two-Year,Yes,Electronic check,118.65,8477.6,0,10.5,3.03,3,Reality,10.6,71.45,0.0613,0,Low
4349-GFQHK,Male,0,No,No,1,Yes,Multiple,Standard HD,No,No,Yes,No,No,No,Monthly,No,Electronic check,54.35,54.35,1,25.2,3.81,3,Reality,32.0,1.0,0.7763,1,High
4139-DETXS,Female,0,Yes,Yes,72,No,Single,Standard HD,Yes,Yes,Yes,Yes,Yes,Yes,Two-Year,No,Bank transfer (automatic),64.45,4528.0,0,14.9,3.71,4,Documentary,13.82,70.26,0.0039,0,Low
9779-DPNEJ,Female,0,Yes,Yes,22,Yes,Single,Ultra HD,No,No,No,No,No,Yes,Monthly,Yes,Electronic check,80.15,1790.65,0,11.6,3.09,4,Drama,8.96,22.34,0.6756,1,Medium
9805-FILKB,Male,0,Yes,Yes,46,Yes,Single,Mobile only,No,No,No,No,No,No,Annual,Yes,Bank transfer (automatic),20.2,845.6,0,16.8,1.55,5,Comedy,5.21,41.86,0.0333,0,Low
5793-YOLJN,Female,0,Yes,Yes,55,Yes,Single,Mobile only,No,No,No,No,No,No,Two-Year,No,Mailed check,21.0,1210.3,0,12.0,3.64,3,Documentary,14.56,57.63,0.0165,0,Low
