customer_id,gender,senior_subscriber,family_account,kids_profile,subscription_months,mobile_access,shared_profiles,streaming_quality,account_security,offline_downloads,device_protection,premium_support,live_tv_package,movie_package,subscription_plan,digital_billing,payment_method,monthly_subscription_fee,total_spent,churn,views_per_week,average_watch_time,number_of_devices,favorite_genre,engagement_score,subscription_value_ratio
0822-GAVAP,Female,0,No,No,2,No,Single,Standard HD,No,No,No,No,No,Yes,Monthly,Yes,Electronic check,34.7,62.25,1,12.2,3.65,1,Reality,44.53,1.79
5760-IFJOZ,Male,0,No,No,3,Yes,Multiple,Ultra HD,No,Yes,Yes,No,Yes,Yes,Monthly,No,Mailed check,107.95,313.6,0,12.4,2.32,5,Comedy,5.75,2.91
2826-UWHIS,Male,0,Yes,No,45,Yes,Multiple,Ultra HD,No,Yes,No,No,No,No,Monthly,No,Bank transfer (automatic),81.4,3775.85,0,17.2,2.98,3,Reality,17.09,46.39
1448-PWKYE,Male,0,Yes,Yes,1,Yes,Single,Ultra HD,No,No,No,No,No,Yes,Monthly,No,Electronic check,80.0,80.0,1,24.3,1.54,1,Kids,37.42,1.0
7501-IWUNG,Female,0,Yes,Yes,61,Yes,Single,Standard HD,No,No,Yes,Yes,Yes,Yes,Two-Year,Yes,Bank transfer (automatic),73.8,4616.05,0,8.3,2.18,2,Documentary,9.05,62.55
4957-TREIR,Male,0,No,No,3,Yes,Single,Standard HD,Yes,No,No,Yes,Yes,No,Monthly,Yes,Credit card (automatic),64.4,195.65,0,16.4,4.01,5,Action,13.15,3.04
7251-LJBQN,Female,1,No,No,40,Yes,Multiple,Ultra HD,No,No,Yes,Yes,Yes,Yes,Annual,Yes,Credit card (automatic),103.75,4188.4,0,13.2,3.67,4,Sports,12.11,40.37
8040-MNRTF,Female,0,No,No,1,Yes,Single,Ultra HD,No,No,No,No,No,No,Monthly,No,Mailed check,71.1,71.1,0,15.1,2.49,2,Kids,18.8,1.0
1536-HBSWP,Female,0,No,No,1,Yes,Single,Standard HD,No,No,No,Yes,No,No,Monthly,Yes,Electronic check,49.9,49.9,0,6.4,2.58,2,Reality,8.26,1.0
5313-FPXWG,Male,0,No,No,51,Yes,Multiple,Mobile only,No,No,No,No,No,No,Annual,Yes,Bank transfer (automatic),24.6,1266.4,0,16.9,2.89,3,Sports,16.28,51.48
0067-DKWBL,Male,1,No,No,2,Yes,Single,Standard HD,Yes,No,No,No,No,No,Monthly,Yes,Electronic check,49.25,91.1,1,9.2,2.95,3,Comedy,9.05,1.85
0946-FKYTX,Male,0,No,No,52,No,Single,Standard HD,No,Yes,No,No,No,No,Annual,No,Mailed check,30.1,1623.4,0,14.0,1.07,2,Action,7.49,53.93
5076-YVXCM,Male,0,No,No,51,Yes,Multiple,Ultra HD,No,No,No,No,No,Yes,Monthly,No,Bank transfer (automatic),83.4,4149.45,0,12.4,3.66,4,Documentary,11.35,49.75
8262-COGGB,Male,0,No,No,1,Yes,Single,Mobile only,No,No,No,No,No,No,Monthly,Yes,Mailed check,20.45,20.45,0,9.1,1.0,2,Comedy,4.55,1.0
6663-JOCQO,Male,0,Yes,Yes,31,Yes,Multiple,Standard HD,Yes,Yes,No,Yes,No,Yes,Annual,Yes,Bank transfer (automatic),75.25,2344.5,0,29.3,3.83,1,Kids,112.22,31.16
9620-QJREV,Male,0,No,Yes,47,Yes,Single,Mobile only,No,No,No,No,No,No,Annual,No,Credit card (automatic),20.55,1013.05,0,26.6,1.94,2,Kids,25.8,49.3
2276-YDAVZ,Female,0,No,No,3,Yes,Multiple,Ultra HD,No,No,No,No,No,No,Monthly,Yes,Credit card (automatic),75.1,270.7,1,13.1,2.94,2,Documentary,19.26,3.6
2682-KEVRP,Female,1,No,No,22,Yes,Single,Mobile only,No,No,No,No,No,No,Annual,Yes,Mailed check,20.05,417.0,0,27.3,4.41,4,Drama,30.1,20.8
2480-JZOSN,Female,0,Yes,No,1,Yes,Single,Mobile only,No,No,No,No,No,No,Monthly,Yes,Mailed check,20.65,20.65,0,6.6,1.85,2,Documentary,6.1,1.0
0078-XZMHT,Male,0,Yes,No,72,Yes,Multiple,Standard HD,No,Yes,Yes,Yes,Yes,Yes,Two-Year,Yes,Bank transfer (automatic),85.15,6316.2,0,30.1,2.18,5,Kids,13.12,74.18
5896-NPFWW,Male,0,Yes,Yes,3,Yes,Single,Standard HD,No,No,Yes,No,No,No,Monthly,Yes,Electronic check,50.15,168.15,1,16.7,1.34,3,Sports,7.46,3.35
9978-HYCIN,Male,1,Yes,Yes,47,Yes,Single,Ultra HD,No,Yes,No,No,Yes,No,Annual,Yes,Bank transfer (automatic),84.95,4018.05,0,18.8,2.45,3,Documentary,15.35,47.3
8338-QIUNR,Male,0,Yes,Yes,72,Yes,Multiple,Standard HD,Yes,No,Yes,Yes,No,No,Two-Year,Yes,Credit card (automatic),66.5,4811.6,0,7.3,3.72,1,Documentary,27.16,72.35
1525-LNLOJ,Male,0,Yes,Yes,66,Yes,Multiple,Standard HD,No,No,Yes,No,Yes,No,Two-Year,Yes,Bank transfer (automatic),63.3,4189.7,0,22.2,2.93,2,Kids,32.52,66.19
9450-TRJUU,Male,0,No,No,35,Yes,Multiple,Ultra HD,No,No,No,No,Yes,No,Monthly,No,Electronic check,83.15,2848.45,0,14.8,2.21,3,Kids,10.9,34.26
1766-GKNMI,Male,0,No,No,29,Yes,Multiple,Ultra HD,No,No,No,No,No,Yes,Monthly,Yes,Electronic check,84.9,2516.2,0,19.3,3.35,4,Comedy,16.16,29.64
6942-LBFDP,Female,0,No,No,2,Yes,Single,Mobile only,No,No,No,No,No,No,Monthly,Yes,Mailed check,20.55,33.6,0,15.4,1.41,1,Drama,21.71,1.64
1456-TWCGB,Male,0,No,No,4,Yes,Single,Standard HD,No,Yes,No,No,No,No,Monthly,No,Mailed check,49.25,208.45,0,9.8,3.47,1,Reality,34.01,4.23
7133-VBDCG,Female,0,No,No,25,Yes,Single,Ultra HD,Yes,Yes,No,No,No,No,Monthly,Yes,Bank transfer (automatic),79.85,2015.35,1,23.0,3.11,4,Reality,17.88,25.24
7596-ZYWBB,Female,0,No,No,65,Yes,Single,Standard HD,Yes,Yes,No,Yes,No,No,Two-Year,Yes,Mailed check,59.6,3739.8,0,23.3,3.37,1,Sports,78.52,62.75
8329-UTMVM,Male,1,No,No,27,Yes,Multiple,Ultra HD,No,Yes,No,Yes,Yes,Yes,Annual,Yes,Bank transfer (automatic),104.65,2964.0,0,21.5,3.75,3,Kids,26.88,28.32
3014-WJKSM,Male,0,Yes,No,29,Yes,Single,Ultra HD,No,No,Yes,No,No,No,Monthly,Yes,Credit card (automatic),75.3,2263.4,0,4.7,3.75,4,Kids,4.41,30.06
3347-YJZZE,Male,0,Yes,Yes,29,Yes,Multiple,Standard HD,No,Yes,Yes,No,Yes,Yes,Monthly,No,Credit card (automatic),80.1,2211.8,0,23.0,4.02,2,Sports,46.23,27.61
1029-QFBEN,Male,0,No,No,1,Yes,Single,Mobile only,No,No,No,No,No,No,Monthly,No,Mailed check,19.55,19.55,1,7.1,3.13,3,Sports,7.41,1.0
7929-DMBCV,Female,0,Yes,No,20,Yes,Single,Ultra HD,No,No,Yes,Yes,No,No,Monthly,Yes,Mailed check,81.0,1683.7,0,16.0,1.7,5,Drama,5.44,20.79
9661-JALZV,Female,0,No,No,58,Yes,Multiple,Mobile only,No,No,No,No,No,No,Two-Year,Yes,Credit card (automatic),24.7,1519.0,0,10.3,1.03,4,Kids,2.65,61.5
5433-KYGHE,Female,0,No,Yes,14,Yes,Multiple,Ultra HD,Yes,No,No,Yes,No,No,Monthly,Yes,Mailed check,86.0,1164.05,0,9.0,3.67,5,Reality,6.61,13.54
4312-KFRXN,Male,0,Yes,No,72,Yes,Multiple,Mobile only,No,No,No,No,No,No,Two-Year,No,Mailed check,25.4,1710.9,0,16.5,3.55,3,Comedy,19.52,67.36
5575-TPIZQ,Male,0,No,No,46,Yes,Multiple,Ultra HD,Yes,No,No,No,Yes,No,Monthly,Yes,Credit card (automatic),89.15,4245.55,0,26.0,4.82,5,Sports,25.06,47.62
0114-IGABW,Female,0,Yes,No,71,No,Single,Standard HD,No,Yes,Yes,Yes,Yes,Yes,Two-Year,No,Bank transfer (automatic),58.25,4145.9,0,7.4,4.0,3,Documentary,9.87,71.17
9944-AEXBM,Male,0,No,No,32,Yes,Multiple,Ultra HD,No,No,No,No,No,Yes,Monthly,Yes,Bank transfer (automatic),85.65,2664.3,0,10.8,1.77,2,Sports,9.56,31.11
1853-ARAAQ,Female,0,No,No,26,No,Single,Standard HD,No,No,Yes,No,Yes,Yes,Monthly,Yes,Credit card (automatic),50.35,1277.5,0,12.5,3.92,5,Kids,9.8,25.37
6952-OMNWB,Male,1,Yes,No,68,Yes,Multiple,Ultra HD,No,No,Yes,No,No,No,Monthly,Yes,Credit card (automatic),80.35,5589.3,0,11.2,3.83,3,Reality,14.3,69.56
4697-LUPSU,Male,0,Yes,Yes,2,Yes,Single,Mobile only,No,No,No,No,No,No,Annual,No,Mailed check,20.2,34.75,0,7.2,1.88,4,Drama,3.38,1.72
8434-VGEQQ,Male,0,Yes,Yes,61,Yes,Single,Mobile only,No,No,No,No,No,No,Two-Year,No,Credit card (automatic),20.55,1305.95,0,21.9,2.28,1,Drama,49.93,63.55
4952-YSOGZ,Female,0,Yes,Yes,4,Yes,Multiple,Ultra HD,No,No,No,No,No,Yes,Monthly,Yes,Electronic check,85.95,381.3,1,14.0,1.55,4,Reality,5.42,4.44
1589-AGTLK,Male,0,No,No,3,Yes,Single,Standard HD,No,No,No,No,No,No,Monthly,Yes,Electronic check,45.35,141.5,1,21.9,2.24,3,Documentary,16.35,3.12
5244-IRFIH,Male,1,Yes,No,33,Yes,Multiple,Ultra HD,No,No,No,No,Yes,Yes,Monthly,Yes,Electronic check,94.5,3105.55,1,19.4,2.54,3,Reality,16.43,32.86
6549-YMFAW,Male,1,Yes,No,9,Yes,Single,Mobile only,No,No,No,No,No,No,Monthly,Yes,Mailed check,21.25,204.55,0,5.4,2.27,1,Drama,12.26,9.63
4950-HKQTE,Female,0,No,No,22,Yes,Multiple,Mobile only,No,No,No,No,No,No,Two-Year,No,Mailed check,26.25,605.9,0,8.1,2.17,5,Sports,3.52,23.08
6786-OBWQR,Female,0,Yes,Yes,5,Yes,Single,Ultra HD,No,No,No,No,Yes,No,Monthly,Yes,Electronic check,80.85,356.1,0,18.2,4.2,1,Documentary,76.44,4.4
2684-EIWEO,Female,1,No,No,30,Yes,Multiple,Ultra HD,Yes,Yes,Yes,No,No,No,Monthly,No,Credit card (automatic),91.7,2758.15,1,19.5,3.66,3,Action,23.79,30.08
2753-JMMCV,Male,0,No,No,65,Yes,Multiple,Standard HD,No,Yes,Yes,Yes,No,Yes,Two-Year,Yes,Credit card (automatic),74.2,4805.65,0,19.6,3.32,5,Kids,13.01,64.77
6439-GTPCA,Female,0,No,No,45,Yes,Multiple,Ultra HD,No,No,Yes,Yes,No,No,Monthly,Yes,Electronic check,87.25,3941.7,1,25.3,2.8,4,Action,17.71,45.18
6621-YOBKI,Male,0,No,No,5,Yes,Single,Mobile only,No,No,No,No,No,No,Monthly,No,Mailed check,20.35,92.75,0,14.1,1.48,4,Kids,5.22,4.56
1216-JWVUX,Male,0,Yes,Yes,25,Yes,Single,Ultra HD,No,Yes,No,No,No,No,Monthly,Yes,Electronic check,75.5,1901.05,0,13.5,3.98,3,Action,17.91,25.18
7564-GHCVB,Female,0,Yes,Yes,72,Yes,Multiple,Ultra HD,Yes,No,No,No,No,No,Two-Year,No,Bank transfer (automatic),79.05,5730.7,0,29.8,3.77,2,Sports,56.17,72.49
1173-NOEYG,Female,0,Yes,No,27,Yes,Multiple,Ultra HD,No,No,Yes,No,No,Yes,Monthly,No,Bank transfer (automatic),90.15,2423.4,0,25.4,3.81,4,Reality,24.19,26.88
7595-EHCDL,Male,0,Yes,Yes,32,No,Single,Standard HD,No,No,Yes,No,Yes,Yes,Monthly,No,Credit card (automatic),50.6,1653.45,0,11.3,4.58,2,Kids,25.88,32.68
6647-ZEDXT,Female,0,No,No,30,Yes,Multiple,Ultra HD,No,Yes,Yes,Yes,Yes,Yes,Annual,No,Credit card (automatic),110.45,3327.05,0,4.5,2.95,1,Action,13.28,30.12
2521-NPUZR,Male,0,Yes,No,70,Yes,Single,Ultra HD,Yes,Yes,Yes,Yes,No,Yes,Two-Year,No,Credit card (automatic),101.0,7085.5,0,13.3,3.2,3,Action,14.19,70.15
1307-TVUFB,Male,1,No,No,42,Yes,Multiple,Ultra HD,No,Yes,No,No,No,No,Monthly,Yes,Bank transfer (automatic),79.35,3344.1,0,24.9,3.13,2,Kids,38.97,42.14
7503-MIOGA,Female,1,Yes,No,72,Yes,Multiple,Standard HD,Yes,Yes,Yes,Yes,Yes,Yes,Two-Year,Yes,Bank transfer (automatic),89.85,6697.35,0,28.5,5.18,2,Drama,73.82,74.54
4381-MHQDC,Female,0,No,No,47,Yes,Multiple,Standard HD,Yes,No,Yes,Yes,No,No,Two-Year,Yes,Mailed check,65.0,2879.9,0,9.5,3.51,1,Reality,33.34,44.31
6923-JHPMP,Female,0,No,No,2,Yes,Single,Ultra HD,Yes,No,Yes,No,No,No,Monthly,Yes,Electronic check,80.45,137.1,0,8.7,3.01,1,Comedy,26.19,1.7
5138-WVKYJ,Male,0,No,No,10,Yes,Multiple,Ultra HD,Yes,No,No,No,Yes,Yes,Monthly,No,Electronic check,98.55,1008.55,1,19.5,3.12,3,Kids,20.28,10.23
4018-PPNDW,Female,0,Yes,Yes,61,Yes,Multiple,Mobile only,No,No,No,No,No,No,Two-Year,Yes,Mailed check,24.1,1551.6,0,9.2,0.9,5,Kids,1.66,64.38
1635-FJFCC,Female,0,No,No,5,Yes,Single,Standard HD,No,No,No,No,No,No,Monthly,Yes,Credit card (automatic),44.05,202.15,0,7.6,3.13,5,Kids,4.76,4.59
2499-AJYUA,Female,1,Yes,No,72,Yes,Multiple,Ultra HD,No,Yes,Yes,Yes,Yes,Yes,Two-Year,Yes,Credit card (automatic),110.8,7882.25,0,16.3,3.27,5,Action,10.66,71.14
6919-ELBGL,Male,1,Yes,Yes,72,Yes,Multiple,Ultra HD,Yes,Yes,Yes,Yes,Yes,Yes,Two-Year,Yes,Bank transfer (automatic),114.95,8196.4,0,27.8,4.65,3,Sports,43.09,71.3
3966-HRMZA,Female,1,No,No,3,Yes,Single,Ultra HD,No,No,Yes,No,No,No,Monthly,No,Mailed check,75.05,202.9,0,15.3,2.79,5,Kids,8.54,2.7
6425-JWTDV,Male,0,Yes,No,48,Yes,Single,Mobile only,No,No,No,No,No,No,Two-Year,No,Mailed check,19.25,855.1,0,24.9,4.08,5,Comedy,20.32,44.42
8405-IGQFX,Female,0,No,No,63,Yes,Single,Ultra HD,No,No,Yes,Yes,Yes,No,Annual,Yes,Credit card (automatic),90.05,5817.0,0,12.5,2.41,2,Reality,15.06,64.6
8224-IVVPA,Female,0,No,No,27,Yes,Single,Standard HD,Yes,Yes,No,No,No,No,Monthly,Yes,Mailed check,56.7,1652.95,0,16.0,1.15,3,Sports,6.13,29.15
9477-LGWQI,Male,0,Yes,Yes,70,Yes,Single,Standard HD,Yes,Yes,Yes,No,Yes,Yes,Two-Year,Yes,Credit card (automatic),80.15,5600.15,0,14.6,2.79,4,Comedy,10.18,69.87
1410-RSCMR,Male,0,Yes,Yes,7,Yes,Single,Standard HD,Yes,No,Yes,Yes,No,Yes,Monthly,Yes,Credit card (automatic),71.35,515.75,0,17.3,3.54,5,Sports,12.25,7.23
3115-CZMZD,Male,0,No,Yes,0,Yes,Single,Mobile only,No,No,No,No,No,No,Two-Year,No,Mailed check,20.25,,0,14.5,4.73,5,Drama,13.72,69.01
0139-IVFJG,Female,0,Yes,No,2,Yes,Single,Ultra HD,Yes,Yes,No,No,Yes,No,Monthly,No,Electronic check,90.35,190.5,0,24.5,2.66,4,Sports,16.29,2.11
6683-VLCTZ,Male,1,No,No,20,Yes,Multiple,Ultra HD,No,No,Yes,No,Yes,Yes,Monthly,Yes,Electronic check,98.55,1842.8,1,4.6,2.96,1,Drama,13.62,18.7
5730-DBDSI,Male,0,No,No,66,Yes,Single,Mobile only,No,No,No,No,No,No,Two-Year,No,Bank transfer (automatic),19.7,1253.8,0,29.2,3.21,5,Kids,18.75,63.64
0030-FNXPP,Female,0,No,No,3,Yes,Single,Mobile only,No,No,No,No,No,No,Monthly,No,Mailed check,19.85,57.2,0,25.4,3.87,5,Action,19.66,2.88
2189-WWOEW,Female,0,No,Yes,15,Yes,Single,Ultra HD,No,Yes,No,No,No,Yes,Monthly,Yes,Bank transfer (automatic),85.9,1269.55,1,25.1,2.47,5,Documentary,12.4,14.78
5684-FJVYR,Female,0,Yes,Yes,72,Yes,Multiple,Ultra HD,Yes,Yes,No,Yes,No,No,Two-Year,Yes,Bank transfer (automatic),90.35,6563.4,0,22.9,2.36,3,Kids,18.01,72.64
4013-GUXND,Male,0,No,No,1,Yes,Single,Mobile only,No,No,No,No,No,No,Monthly,No,Mailed check,20.8,20.8,0,3.7,3.03,3,Documentary,3.74,1.0
1894-IGFSG,Female,0,No,No,22,Yes,Single,Ultra HD,No,No,No,No,Yes,Yes,Monthly,No,Electronic check,89.25,1907.85,1,6.4,3.92,5,Reality,5.02,21.38
7379-POKDZ,Male,0,Yes,No,3,Yes,Single,Ultra HD,No,No,No,No,No,No,Monthly,Yes,Electronic check,70.3,208.85,1,8.9,3.07,5,Drama,5.46,2.97
1266-NZYUI,Female,0,Yes,Yes,72,Yes,Multiple,Standard HD,Yes,No,Yes,Yes,No,No,Two-Year,No,Bank transfer (automatic),66.85,4758.8,0,30.8,2.11,2,Documentary,32.49,71.19
7969-FFOWG,Male,0,Yes,Yes,65,Yes,Single,Mobile only,No,No,No,No,No,No,Two-Year,No,Mailed check,19.9,1292.6,0,27.5,4.65,3,Action,42.63,64.95
4718-DHSMV,Female,0,No,No,11,No,Single,Standard HD,No,No,No,No,Yes,No,Monthly,Yes,Mailed check,35.8,363.15,0,4.3,1.04,3,Comedy,1.49,10.14
5175-WLYXL,Male,0,No,No,22,Yes,Multiple,Ultra HD,No,Yes,No,No,No,No,Monthly,Yes,Mailed check,78.85,1600.25,0,17.2,3.03,1,Reality,52.12,20.29
7817-OMJNA,Male,0,No,No,14,Yes,Single,Mobile only,No,No,No,No,No,No,Annual,No,Bank transfer (automatic),20.4,275.7,0,30.3,5.26,1,Comedy,159.38,13.51
8728-SKJLR,Male,0,No,No,41,Yes,Single,Ultra HD,No,No,No,Yes,No,No,Monthly,Yes,Electronic check,74.25,3089.1,0,25.1,3.77,4,Documentary,23.66,41.6
3137-NYQQI,Male,0,Yes,No,17,Yes,Single,Standard HD,Yes,Yes,No,No,No,Yes,Annual,No,Mailed check,64.8,1175.6,0,28.5,4.33,4,Sports,30.85,18.14
7706-DZNKK,Male,0,No,No,11,Yes,Single,Mobile only,No,No,No,No,No,No,Monthly,Yes,Credit card (automatic),20.45,237.3,0,14.3,4.73,1,Comedy,67.64,11.6
0236-HFWSV,Male,0,No,No,15,Yes,Multiple,Ultra HD,No,No,No,No,Yes,Yes,Monthly,Yes,Electronic check,93.35,1444.65,1,14.8,4.21,2,Drama,31.15,15.48
3900-AQPHZ,Female,0,No,No,1,Yes,Single,Mobile only,No,No,No,No,No,No,Monthly,No,Mailed check,19.9,19.9,1,23.8,2.12,2,Kids,25.23,1.0
5842-POCOP,Female,0,Yes,No,5,Yes,Single,Ultra HD,Yes,No,Yes,No,No,Yes,Monthly,Yes,Mailed check,88.9,454.15,1,21.7,4.68,4,Reality,25.39,5.11
2037-XJFUP,Male,0,Yes,No,33,Yes,Single,Ultra HD,No,No,Yes,No,Yes,Yes,Annual,Yes,Electronic check,95.8,3036.75,1,13.4,3.91,5,Action,10.48,31.7
8823-RLPWL,Female,0,Yes,No,72,Yes,Multiple,Ultra HD,Yes,Yes,Yes,No,Yes,Yes,Two-Year,Yes,Credit card (automatic),110.65,8065.65,0,26.8,2.41,4,Drama,16.15,72.89
9505-SQFSW,Female,0,Yes,Yes,3,No,Single,Standard HD,No,Yes,No,No,No,Yes,Monthly,No,Mailed check,40.3,92.5,0,13.0,1.7,2,Reality,11.05,2.3
7314-OXENN,Male,0,No,No,2,Yes,Multiple,Ultra HD,No,Yes,No,No,No,No,Monthly,Yes,Electronic check,82.0,184.65,1,18.7,2.41,5,Comedy,9.01,2.25
3758-CKOQL,Female,0,Yes,No,59,Yes,Multiple,Ultra HD,Yes,Yes,Yes,Yes,No,Yes,Annual,Yes,Credit card (automatic),107.0,6152.3,0,11.2,4.29,1,Drama,48.05,57.5
0322-CHQRU,Male,0,No,No,2,Yes,Single,Standard HD,No,No,No,No,No,No,Monthly,No,Electronic check,45.35,89.5,1,3.8,4.02,3,Comedy,5.09,1.97
5676-CFLYY,Male,0,Yes,Yes,71,Yes,Single,Standard HD,No,Yes,No,Yes,Yes,Yes,Two-Year,Yes,Credit card (automatic),73.35,5154.5,0,23.9,3.54,4,Comedy,21.15,70.27
7521-AFHAB,Female,0,Yes,Yes,5,Yes,Single,Standard HD,No,No,No,No,No,No,Monthly,No,Mailed check,44.8,220.45,0,17.2,3.51,3,Action,20.12,4.92
0285-INHLN,Male,0,Yes,Yes,27,Yes,Single,Standard HD,Yes,Yes,No,No,No,No,Monthly,Yes,Credit card (automatic),54.75,1510.3,0,20.0,3.61,4,Sports,18.05,27.59
4678-DVQEO,Female,0,No,No,1,Yes,Single,Standard HD,No,No,No,Yes,No,No,Monthly,Yes,Electronic check,52.2,52.2,1,6.4,3.54,3,Documentary,7.55,1.0
5125-CNDSP,Male,0,No,Yes,63,No,Single,Standard HD,Yes,Yes,No,Yes,No,No,Annual,Yes,Bank transfer (automatic),40.6,2588.95,0,26.6,3.65,4,Drama,24.27,63.77
0691-IFBQW,Female,1,No,No,46,Yes,Multiple,Ultra HD,Yes,Yes,Yes,No,Yes,Yes,Annual,Yes,Electronic check,110.0,4874.8,1,6.0,2.49,4,Reality,3.74,44.32
4992-LTJNE,Male,0,Yes,Yes,72,Yes,Multiple,Standard HD,Yes,No,No,No,No,No,Two-Year,No,Bank transfer (automatic),55.3,3983.6,0,21.1,1.36,2,Sports,14.35,72.04
2202-OUTMO,Female,0,Yes,No,34,Yes,Multiple,Standard HD,Yes,No,No,Yes,No,No,Monthly,Yes,Bank transfer (automatic),60.85,2003.6,0,21.5,3.25,5,Sports,13.98,32.93
0810-BDHAW,Female,0,Yes,Yes,24,Yes,Multiple,Standard HD,Yes,Yes,No,No,Yes,Yes,Annual,No,Electronic check,78.4,1832.4,0,23.6,4.84,3,Action,38.07,23.37
0229-LFJAF,Male,0,No,No,72,Yes,Multiple,Standard HD,Yes,Yes,Yes,Yes,No,No,Two-Year,No,Bank transfer (automatic),69.65,4908.25,0,27.4,2.31,2,Reality,31.65,70.47
7131-ZQZNK,Female,0,Yes,Yes,60,No,Single,Standard HD,Yes,No,Yes,Yes,Yes,Yes,Two-Year,No,Credit card (automatic),59.85,3590.2,0,18.2,2.56,4,Reality,11.65,59.99
3442-ZHHCC,Male,0,No,No,68,Yes,Multiple,Standard HD,Yes,Yes,Yes,No,No,Yes,Annual,Yes,Credit card (automatic),76.9,5023.0,0,10.6,3.11,2,Sports,16.48,65.32
5726-CVNYA,Female,0,Yes,Yes,8,Yes,Single,Mobile only,No,No,No,No,No,No,Two-Year,Yes,Mailed check,19.85,146.6,0,14.5,4.16,1,Reality,60.32,7.39
9871-ELEYA,Female,0,No,Yes,34,Yes,Single,Standard HD,Yes,No,Yes,Yes,Yes,No,Two-Year,No,Credit card (automatic),67.65,2339.3,0,12.0,2.67,2,Kids,16.02,34.58
4257-GAESD,Female,0,No,No,6,No,Single,Standard HD,No,No,No,No,Yes,Yes,Monthly,No,Credit card (automatic),45.0,298.7,0,27.4,3.88,4,Sports,26.58,6.64
5173-WXOQV,Male,0,Yes,No,2,Yes,Single,Standard HD,No,Yes,No,Yes,No,Yes,Monthly,Yes,Mailed check,64.2,143.65,0,14.5,3.54,5,Kids,10.27,2.24
2040-OBMLJ,Male,0,No,No,31,Yes,Multiple,Ultra HD,No,No,No,Yes,No,No,Annual,No,Credit card (automatic),81.7,2548.65,0,24.3,2.57,4,Reality,15.61,31.2
6286-ZHAOK,Female,0,Yes,Yes,20,Yes,Multiple,Mobile only,No,No,No,No,No,No,Monthly,Yes,Bank transfer (automatic),25.55,507.4,0,14.5,4.73,2,Action,34.29,19.86
3807-XHCJH,Female,0,Yes,Yes,1,Yes,Single,Mobile only,No,No,No,No,No,No,Monthly,No,Electronic check,20.0,20.0,0,16.0,4.53,4,Reality,18.12,1.0
3009-JWMPU,Male,0,No,No,62,Yes,Multiple,Ultra HD,No,No,Yes,No,Yes,Yes,Annual,Yes,Electronic check,96.75,6125.4,1,13.5,2.06,3,Sports,9.27,63.31
5671-RQRLP,Female,1,Yes,No,70,Yes,Multiple,Ultra HD,No,No,No,No,No,No,Two-Year,Yes,Credit card (automatic),75.65,5411.4,0,26.8,5.21,1,Sports,139.63,71.53
1450-GALXR,Female,0,No,No,10,Yes,Multiple,Ultra HD,No,No,No,Yes,Yes,Yes,Monthly,Yes,Electronic check,98.5,1058.25,1,28.5,5.06,5,Comedy,28.84,10.74
8859-AXJZP,Male,0,Yes,Yes,39,Yes,Multiple,Mobile only,No,No,No,No,No,No,Two-Year,Yes,Mailed check,23.8,903.8,0,23.5,3.59,1,Reality,84.36,37.97
3174-AKMAS,Female,0,Yes,No,46,Yes,Single,Standard HD,No,Yes,No,Yes,Yes,No,Two-Year,Yes,Credit card (automatic),64.2,3009.5,0,11.9,2.16,4,Documentary,6.43,46.88
3138-BKYAV,Male,0,No,No,6,Yes,Single,Ultra HD,No,Yes,No,No,Yes,No,Monthly,Yes,Electronic check,85.35,489.45,1,15.3,4.18,3,Action,21.32,5.73
9926-PJHDQ,Female,0,Yes,Yes,72,Yes,Multiple,Standard HD,No,No,Yes,No,Yes,Yes,Two-Year,Yes,Bank transfer (automatic),76.8,5468.45,0,20.2,1.75,2,Reality,17.68,71.2
7382-DFJTU,Male,0,No,No,18,Yes,Single,Standard HD,No,No,Yes,Yes,No,No,Monthly,No,Credit card (automatic),55.2,1058.1,0,20.6,1.52,5,Kids,6.26,19.17
2798-NYLMZ,Male,0,Yes,No,71,Yes,Multiple,Ultra HD,Yes,No,Yes,Yes,Yes,Yes,Two-Year,Yes,Credit card (automatic),108.55,7616.0,0,27.2,3.76,3,Drama,34.09,70.16
4289-DTDKW,Male,0,Yes,No,40,Yes,Multiple,Ultra HD,No,Yes,No,No,Yes,Yes,Monthly,Yes,Electronic check,101.3,4113.1,1,6.9,3.16,5,Kids,4.36,40.6
1820-TQVEV,Male,0,No,No,1,Yes,Single,Ultra HD,No,No,No,No,No,No,Monthly,Yes,Electronic check,69.55,69.55,1,13.8,2.47,3,Kids,11.36,1.0
2239-JALAW,Male,0,No,No,58,Yes,Multiple,Ultra HD,No,Yes,Yes,No,Yes,Yes,Annual,Yes,Bank transfer (automatic),103.25,6017.65,1,21.1,4.95,1,Documentary,104.44,58.28
4853-RULSV,Male,0,No,No,70,Yes,Multiple,Ultra HD,Yes,No,No,Yes,Yes,Yes,Two-Year,Yes,Credit card (automatic),104.0,7250.15,1,6.1,4.43,2,Action,13.51,69.71
8098-TDCBU,Female,0,Yes,No,42,Yes,Multiple,Mobile only,No,No,No,No,No,No,Two-Year,No,Electronic check,25.25,1108.2,0,24.5,3.69,5,Documentary,18.08,43.89
3551-GAEGL,Male,0,Yes,Yes,34,No,Single,Standard HD,Yes,No,No,No,No,No,Annual,No,Bank transfer (automatic),30.4,938.65,0,21.4,2.22,5,Reality,9.5,30.88
